323369513	DougPeterson	1	0	1421808809		
323369491	DougPeterson	1	0	1421808808		Marathon
228410899	YMFawaz	1	0	1372783718	1372784029	
228410899	YMFawaz	2	0	1372784029	1417570891	
228410899	DougPeterson	2	1	1417570891		
228411012	YMFawaz	1	0	1372783769	1417570892	
228411012	DougPeterson	1	1	1417570892		
228411267	YMFawaz	1	0	1372783968	1417570888	BP
228411267	DougPeterson	2	0	1417570888		BP
228412074	YMFawaz	1	0	1372784213	1417570891	
228412074	DougPeterson	2	0	1417570891		
460578704	freebeer	1	0	1482167714		
460578755	freebeer	1	0	1482167716		
460578761	freebeer	1	0	1482167716		
460578730	freebeer	1	0	1482167715		
259294439	DougPeterson	1	0	1391226175		
338112622	DougPeterson	1	0	1428838051	1494025637	Fisher Elementary School
338112622	DougPeterson	2	0	1494025637		Fisher Elementary School
508272042	samely	1	0	1500322874		
508272041	samely	1	0	1500322874		
483128407	IanH	1	0	1490658575		
483128406	IanH	1	0	1490658575		
259294438	DougPeterson	1	0	1391226175		
323566821	DougPeterson	1	0	1421897708		Chase
259294434	DougPeterson	1	0	1391226175		
259294435	DougPeterson	1	0	1391226175		
449453461	freebeer	1	0	1477429524		
422841009	robgeb	1	0	1465060260		
422841015	robgeb	1	0	1465060260		
449453444	freebeer	1	0	1477429523		
422841021	robgeb	1	0	1465060260		
422841007	robgeb	1	0	1465060260		
449453459	freebeer	1	0	1477429524		
449453435	freebeer	1	0	1477429523		
449453447	freebeer	1	0	1477429523		
449453451	freebeer	1	0	1477429524		
449453437	freebeer	1	0	1477429523		
449453457	freebeer	1	0	1477429524		
422841018	robgeb	1	0	1465060260		
422841020	robgeb	1	0	1465060260		
422841010	robgeb	1	0	1465060260		
449453428	freebeer	1	0	1477429523		
325715116	DougPeterson	1	0	1422709918		
325715112	DougPeterson	1	0	1422709917		Exxon
323566837	DougPeterson	1	0	1421897709		
323566825	DougPeterson	1	0	1421897708		Huntington Bank
367815767	amillar	1		1238485482	false	Dearborn Heights Chamber of Commerce
368699830	Howard Abbey	1	0	1441149043		
368699829	Howard Abbey	1	0	1441149042		Korvette Watch and Jewelry
599418254	rjacek	1	0	1529423104	1529424738	
386580035	DougPeterson	1	0	1450495372	1506267814	Divine Child High School
599418254	rjacek	2	0	1529424738		
422841023	robgeb	1	0	1465060260		
422841006	robgeb	1	0	1465060260		
581728314	DougPeterson	1	0	1524185906		
422826548	robgeb	1	0	1465053468		
422841019	robgeb	1	0	1465060260		
422841014	robgeb	1	0	1465060260		
422841011	robgeb	1	0	1465060260		
422841022	robgeb	1	0	1465060260		
422841017	robgeb	1	0	1465060260		
422841013	robgeb	1	0	1465060260		
386580035	Edward	2	0	1506267814		Divine Child High School
386580043	DougPeterson	1	0	1450495374		
444080421	DougPeterson	1	0	1474683088	1490531463	
353046204	marqw	1	0	1434048445		
353046203	marqw	1	0	1434048445		
353046202	marqw	1	0	1434048445		
444080421	Joe Haskins	2	0	1490531463		Wallaceville Yard
6605983	DougPeterson	1		1474683088	false	
325715113	DougPeterson	1	0	1422709917		Metro
325715118	DougPeterson	1	0	1422709918		
219723564	matteditmsts	1	0	1367453941		
